product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
e3fb4e9e85e0806fa95811fef10fb00f,moveis_decoracao,49,720,1,10050,40,45,40
4222fa433d71c969509acc408f343e89,esporte_lazer,60,220,2,300,20,5,20
1f0fa82e30437fd4a2596a4ad75d8ee0,utilidades_domesticas,53,462,1,530,17,17,19
43944a8f8f0b7ae86b6c3d3c2f257375,eletrodomesticos,52,1363,2,4920,65,11,33
ccaa7b6a66901b63116131e619520822,cama_mesa_banho,58,127,3,3300,44,18,34
c6dd917a0be2a704582055949915ab32,cool_stuff,54,1012,1,1200,42,25,15
f3720bc68555b1bff49b9ffd41b017ac,informatica_acessorios,60,274,1,867,34,15,15
a247560ddd8592a3eed82b43f60d9f27,papelaria,58,213,3,4200,25,55,37
f6ce2f79a280fa3c1ddc114d34ab273d,eletroportateis,52,1074,1,1150,16,16,16
40cb7bb3d30559b9b6c4fb62bc837962,cama_mesa_banho,54,617,2,350,47,4,35
b2fd74298e16eef2568d2f9dff6042c8,utilidades_domesticas,50,364,1,10450,61,28,28
59707268b54920d0814697573f63c818,moveis_decoracao,30,615,1,22625,66,43,66
aadff88486740e0b0ebe2be6c09476ae,beleza_saude,56,390,1,250,16,5,15
aba86c093ccdbac75b09111d57e50004,moveis_escritorio,41,154,1,2600,40,45,39
b5f7245e14a8a3d52f0a6e468971e6d9,livros_interesse_geral,37,546,1,450,28,6,19
b813c88d024da60c2cbdf7a531e4fa77,perfumaria,60,441,1,500,23,8,15
ca3d8213acc967dd4e7c85c05406f71f,perfumaria,47,159,1,390,22,11,16
5c6c4fa2f1b889828de998df18214af7,informatica_acessorios,52,791,2,510,18,17,13
be837f2e0152a208d4386f4126d5bd7c,eletrodomesticos,60,940,2,950,25,11,15
1fde73e6b6d28627ff16e222b0044b10,,,,,500,22,11,11
a5647c44af977b148e0a3a4751a09e2e,moveis_escritorio,48,1066,1,12160,56,51,28
d73bae3f64cd2c7851bc796e2684f871,esporte_lazer,60,1052,5,600,30,20,20
c0bb0aa12494ff55f377008900ee04b5,bebes,59,799,2,2250,36,31,19
2635c3e7db0ac6cb3e733cac61ce0ba5,utilidades_domesticas,45,466,1,628,21,31,18
ee2a647f1a4639468bc1f9fa3de2263e,cool_stuff,43,1000,1,2100,99,5,47
76914818a87f9b6b320e136e17e6ae06,moveis_sala,33,317,1,13800,59,17,58
4a300735bc293723103db0d0c1bc1585,telefonia,42,661,4,250,16,4,20
2ea0bf4cdb4057dd3a866ac93107cdac,automotivo,51,1624,3,850,20,9,15
1df9ea4c24394047de1837c6f00673b3,informatica_acessorios,32,604,1,150,16,15,13
9794fba8c8aa64ab4fece2d3cbe731e9,moveis_decoracao,25,383,3,1350,35,24,25
4c1e109ecdf58453de365d217cefa64c,pet_shop,37,1219,2,974,26,30,28
1f3365ddc6456d082f482309326f037c,esporte_lazer,60,1278,4,600,18,5,18
6bbe55cf8f85c87b6eebb775a53402f4,tablets_impressao_imagem,54,512,1,283,22,12,21
ca00f42e51fa8b6226d4c57ef6557967,relogios_presentes,56,640,2,350,19,13,13
4d272fe20c57c64dc74b3db191fc31ef,cama_mesa_banho,45,113,1,350,40,4,30
42a2efd39155b59e16bac90081495285,relogios_presentes,35,1073,1,348,18,11,15
95f76a3205f55d54b001e730486c6737,cama_mesa_banho,60,870,1,17800,58,40,50
e1559fbf98a69c9a54d3df4c359aa164,cama_mesa_banho,53,495,1,650,30,3,19
f3c2c2578c46d659b7940e784319413e,fashion_roupa_masculina,42,162,4,800,20,7,20
97a0fca3502276570a22f65e739f3dcd,utilidades_domesticas,46,492,1,835,29,43,21
71a7800a633691de8ecdd17463335e2e,construcao_ferramentas_jardim,49,1845,5,550,20,16,30
50412efecf5c67eead5f761db931771c,moveis_decoracao,58,2059,4,2500,69,11,11
d2f5484cbffe4ca766301b21ab9246dd,informatica_acessorios,51,448,1,180,16,9,16
a4fa3b8fa5953b0bd18bf4e0b4de499d,cama_mesa_banho,58,189,1,1350,46,2,36
5c478d826b60d0f057579a180fae4b05,informatica_acessorios,38,466,5,2133,26,24,22
81e32892fb8587aa24b175d42bb6bfcc,utilidades_domesticas,46,602,1,2075,47,26,21
5c973b4202aac5c372a483e712306f4f,cama_mesa_banho,38,182,2,350,25,9,19
173d5a1b6c4ea4f41aafca840646d240,informatica_acessorios,60,2442,4,100,16,16,16
51250f90d798d377a1928e8a4e2e9ae1,perfumaria,54,937,1,50,16,5,11
43423cdffde7fda63d0414ed38c11a73,relogios_presentes,41,1159,4,350,16,14,11
dd60cac04e6bcbc919cb1c7dcc473211,utilidades_domesticas,59,379,1,900,45,20,25
6b00cb3fe05c73d0acef3fd949a34c0f,brinquedos,34,254,1,200,16,10,11
f7d7b5c58704fb359a74580622800051,cama_mesa_banho,53,223,1,950,45,15,35
887c03038c774a15272a3e75ca7b4fa7,informatica_acessorios,58,548,1,150,16,14,11
060965aa6dfa817b80abda0c9413cc77,cama_mesa_banho,59,3863,5,22250,85,23,68
03fed41c5e9067007d852ff83d602753,brinquedos,46,1107,1,19650,75,76,22
dfeb7c8b7bede7a7bab2d4eefdebd5ac,brinquedos,31,1156,1,500,17,10,12
2ffdf10e724b958c0f7ea69e97d32f64,relogios_presentes,59,582,1,263,17,12,13
80e0f6715654455d56df24bd11480824,livros_interesse_geral,24,257,2,550,23,3,16
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
4b1217e5e770dfe05d07a95f5017a27a,automotivo,57,1453,1,300,16,18,15
4d0ec1e9b95fb62f9a1fbe21808bf3b1,cama_mesa_banho,60,259,1,1550,30,5,30
4ef0124968bdc099c9a992a37bcb4155,bebes,34,514,1,700,36,7,32
11a8af1af041fa2d890e7922566feadb,fashion_bolsas_e_acessorios,52,264,5,200,16,6,11
b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,43,295,1,371,20,16,16
ff28477a5bcb2fc34bb86a6c2eea1566,beleza_saude,58,3408,1,1250,30,25,30
8f7ba3a21866ed0cf0233dd71fa0da72,informatica_acessorios,50,703,1,223,19,12,12
82e7ca24faa9dc9a072f94e0ac420c95,beleza_saude,39,226,1,400,22,19,21
0f39dd7b84f0532254c167aa5ad6bbca,beleza_saude,55,1125,1,333,21,9,21
e891d4a9622cae3b9fc2ec558bda155b,,,,,400,50,5,11
4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49,1495,3,600,33,19,13
97759b2e2035fcd87986a43119b56c7d,casa_construcao,32,638,4,500,17,27,17
dd1247b741df1771259ee7beb0e4b8fc,relogios_presentes,52,716,4,200,16,2,11
11875b30b49585209e608f40e8082e65,esporte_lazer,26,1465,1,1032,17,15,16
09e40d66cfc38cddf812d8a495376722,cama_mesa_banho,58,137,3,500,24,10,27
ee99cd2d468819078af4687f923cf17b,moveis_escritorio,43,2230,1,15200,58,28,58
007c63ae4b346920756b5adcad8095de,utilidades_domesticas,48,808,1,2800,30,30,30
6b3c88110203820df52c762cd2d2e80f,brinquedos,57,1647,1,700,16,30,30
72dd1eeff415bc31b58e99cca0a83e23,esporte_lazer,35,581,1,8350,38,11,15
93b498aa80cf4062f0c6636c038141df,eletronicos,55,2583,4,719,21,12,24
055019def765ce08da9fac0585e927c3,bebes,63,884,5,300,17,7,24
137f49a66ce117db74acbaf30c047701,agro_industria_e_comercio,54,862,2,7050,99,5,80
b0528299d65ab35e3ed853f6a853b8b8,construcao_ferramentas_construcao,48,1200,1,3400,16,27,35
37f4d0bf85fbf875c920d460766d6a5c,construcao_ferramentas_iluminacao,51,1512,6,500,35,14,23
052413504e5295cd66ec4ced0b310062,relogios_presentes,55,570,1,165,16,10,12
e4e5cbc0077aa2c7aacbe435166df909,fashion_bolsas_e_acessorios,56,918,6,250,16,2,11
1957efa6b2babcb8552b5f3072108d41,cool_stuff,63,1383,4,15300,43,40,40
e297db380aba505a729f00cd61b149d9,utilidades_domesticas,54,1414,3,425,41,12,13
f8f93700c26007f74716eca57d217cfd,fashion_bolsas_e_acessorios,58,631,3,400,43,16,27
e2c329a4516937ef4828102690ae669a,esporte_lazer,56,854,1,1500,20,20,20
01e25be2c25019945382e057a8292e72,cama_mesa_banho,59,330,1,1575,41,6,31
cbe952607a2215211502095c631ea179,cool_stuff,42,268,3,700,47,8,30
eaa26a34984cbfedc19b1e45f09f3c9a,cool_stuff,49,214,2,422,18,12,15
a3b46e392953235f9337a0a56f933ffa,malas_acessorios,38,242,1,700,45,10,31
71040c7f50609abf6865f4429f8b1035,beleza_saude,56,3900,1,3450,30,30,16
17823ffd2de8234f0e885a71109613a4,,,,,3750,42,20,24
5a1a5bb0e9e3dbd18e6d8d3c326d3fed,cama_mesa_banho,55,249,1,850,38,10,38
bd378eb2fc8d592ac989db18fb35bbf2,beleza_saude,38,1242,1,5575,28,23,28
c230b471b7e21ff9060e68ee154afd70,,,,,200,16,5,11
b5e13c9a353102f79c6206ff5cb61a50,brinquedos,59,249,2,1500,40,25,20
93a12c289ca2b78e7069e469f5053ef2,informatica_acessorios,55,408,1,233,16,14,15
7059637593d1eda31cef9582eba6a170,informatica_acessorios,59,202,1,900,35,15,15
a0fe1efb855f3e786f0650268cd77f44,agro_industria_e_comercio,35,380,1,125,20,4,13
e2e426d1332240070b0a836a854d057b,cama_mesa_banho,57,701,2,1100,50,12,12
bde17838f4e4b0da69933dc1d8e07598,fashion_bolsas_e_acessorios,55,34,1,700,29,31,49
d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59,1893,1,6550,20,20,20
ef703385b2707af7f9af3e185679811c,cama_mesa_banho,54,324,1,1000,42,8,36
30d1842be9c62546d3fb853119602ac2,eletrodomesticos_2,50,914,3,11900,65,35,35
283dc451ad3918badb976d56ff887289,cama_mesa_banho,58,188,1,1650,44,2,35
ca38c039b717207dec906f4fa9a21db7,beleza_saude,53,3734,5,538,23,12,34
337a76815f8f765a51535e787101c8fa,cama_mesa_banho,53,596,4,1956,45,18,35
0bbb557651f08b3c732d9836de4d0bc3,market_place,41,626,1,5600,60,15,40
9759a740aa84f55b71c0c8c306a80737,beleza_saude,43,507,1,1875,23,23,23
dc879e9d6b20db101d5822d992f48415,cool_stuff,36,3228,3,850,22,22,22
c1f5307decb89342351bec53668cffd9,telefonia,60,777,4,300,17,4,12
b92a7304ebad1ca5b393b53b2de5c70a,moveis_escritorio,55,1292,1,9725,53,52,17
f9a508234fed38c95437c5a16b847774,consoles_games,37,1192,2,250,16,7,15
afeeea6271148ee1bb15173b8187c431,telefonia,52,1885,1,450,17,3,11
66f9d3c83a10e9ee98857bb89831ddc4,automotivo,53,977,2,2500,25,5,25
1e96e085361f3bf21a06c876982b64f2,consoles_games,49,2006,3,300,25,11,18
49ae25c5f82cd4bc8057d0b16d45af3a,construcao_ferramentas_construcao,35,384,1,1050,34,7,21
2ceff1056fe5bd4ee443433402962fa4,moveis_decoracao,57,646,1,300,16,30,20
1612209b0b37fbe80e1e8e1b7d19ca1d,informatica_acessorios,56,580,4,1600,20,15,20
3feecc22550e650b574f64a3e58b0f6b,brinquedos,29,549,1,550,30,16,16
afd34b33969fc993e14ae949c140d527,pet_shop,53,424,6,1350,40,20,30
43f88c8353708451babf9bcdd1fda92a,fashion_bolsas_e_acessorios,46,419,4,200,16,5,11
a4bca9d23228eeaf4e0169cb1a45aa62,informatica_acessorios,57,1452,3,100,16,4,16
f40876e0ef3cd5f9132b1f16b04b1346,beleza_saude,42,250,1,427,15,17,14
b5b5a82ce5f1987b7e670f37629be51b,beleza_saude,56,960,1,1000,16,2,11
aeaba104830f91586dae1bff90f54a8a,esporte_lazer,49,169,1,1250,41,24,11
bdfe450775bde583b7abb5698f1bd6e2,beleza_saude,59,971,2,1600,40,20,30
aa428a8e4d587520f90d37a08030a812,brinquedos,29,208,2,1700,50,40,16
f4be3cfe721d891dab8f4025132fe7c5,cama_mesa_banho,36,331,1,700,27,12,22
874662e6b58fb0dcde2888d40046c6e6,relogios_presentes,58,1353,5,350,16,11,12
22bd45d50bed841763d6f7f58cb7b6ac,perfumaria,54,956,1,50,16,5,11
ac6c3623068f30de03045865e4e10089,ferramentas_jardim,59,409,1,3750,35,40,30
f4f4debbcfcafe6858d1e37a1f6e436e,moveis_escritorio,33,1190,1,13867,101,8,57
0c30a560a3dea926f6ceaa1f36dcc213,papelaria,57,233,5,2350,31,7,22
cc2232dbef2c9fca23f4c7f6a19a42e3,eletroportateis,63,587,3,300,21,11,17
db49506c4a19ed884c7df231e08c564f,moveis_decoracao,50,172,1,20000,70,70,12
7d018f8e4f93213ba7ad276e25fe20b1,relogios_presentes,56,361,2,350,40,10,25
d4a9f03055ff0e12e1821a706f554322,esporte_lazer,32,3127,1,1200,30,30,30
30ac6df06dc59ad72cf2f158fc2d904c,utilidades_domesticas,53,1034,2,16550,22,65,40
a88cfe5c20413ddeff0a060c4202d278,bebes,58,344,5,15250,65,65,26
546acf50e60127aacaed5190d95bf52b,beleza_saude,52,3331,1,2400,45,30,30
289dfe89bc0d1eb6bea5a0a3bde85552,cama_mesa_banho,29,585,5,1700,50,10,40
9348cf658c9f20576186a9f3b82c58c3,beleza_saude,46,407,3,1175,53,18,18
5688e01178de72fdee95d7d456d387fd,informatica_acessorios,59,215,2,150,16,8,11
f196248e8b5d060cca414a664ea9a76f,automotivo,58,1167,1,1900,90,14,18
10335f29114548c89998eb43398f58e5,relogios_presentes,59,718,5,250,16,2,11
0cfc9fea40ee0f7006d150fbdf3fa808,livros_interesse_geral,22,1626,1,300,22,2,16
b80921007ed3f68cf6e536e6daf08610,telefonia,58,751,4,300,17,4,12
94950d6ddd0b24c0d15f7f09d61a8148,cama_mesa_banho,56,1070,2,2500,45,20,35
e0cf79767c5b016251fe139915c59a26,beleza_saude,55,388,1,250,16,5,15
e5f3a09149ee7db697907f61e7366267,livros_interesse_geral,60,606,1,300,30,2,25
bbf67b5098765762a18f2bb06b8b1b43,moveis_decoracao,60,2049,3,2950,69,11,11
15d8ac236009f0d5e74a5033a53ba460,pet_shop,60,2582,3,7150,35,35,35
b99e4f4fa3f421e0ffbd512d9f152dec,eletronicos,52,240,1,1050,22,9,12
e61c78a7343d82c0539d27df0f7dfc31,cama_mesa_banho,60,268,1,2700,41,8,36
cbd63fa909c967a6416090f22a76abd8,informatica_acessorios,45,860,3,825,31,6,12
1b43b0a6105ffaa6dae01356daec2657,beleza_saude,57,1534,1,1025,30,18,20
77cc62dc80ebe12a0452d1ce0565acdc,esporte_lazer,45,2950,1,1625,29,21,21
813329d52f377306fa1614ca9a962cd5,telefonia,53,428,1,225,18,3,12
1e4ab43607e527a9a558faa24a9e6e81,informatica_acessorios,55,653,1,226,23,17,18
63de579e88d8a9982d2e279eba56e753,alimentos_bebidas,49,835,1,800,31,15,26
76eb799b655cf6ad3354a092e11246dd,informatica_acessorios,33,170,2,238,17,9,15
57e089e3103f5cda6a4ce23b77399bdb,bebes,18,1194,4,650,20,8,14
01a5038835acf17f141c7247956b72d6,cama_mesa_banho,54,235,1,1350,34,7,32
feedec0f9090d3736d54758da8a1d05b,esporte_lazer,53,241,2,1950,60,15,15
0c7e301c5eecc0fe996dd86bc9c290fa,automotivo,42,1192,2,175,18,11,14
bd07b66896d6f1494f5b86251848ced7,moveis_escritorio,55,955,1,8267,52,52,17
ee57070aa3b24a06fdd0e02efd2d757d,informatica_acessorios,55,937,1,107,19,13,13
b2fbf8beb178c391c49d80fa8c4435b6,livros_interesse_geral,52,951,1,700,25,15,20
8443cb4cf7bf64bd0ff6e70cd9c2b246,cama_mesa_banho,53,352,2,400,50,11,11
efab00780753fd85d64e8c727c331a60,cama_mesa_banho,54,586,1,13650,50,50,50
7e79042d2bfd50df12f3a4bfff5c43b4,instrumentos_musicais,59,964,9,900,16,6,26
9db568ce8bf5e2e652d9f70edd5a0712,eletroportateis,47,759,2,13300,60,40,40
9344d66c54dbfbe44417c69d95d437bb,livros_interesse_geral,23,179,2,550,23,3,16
5ac4f7986643a944501c66a2257bdd73,moveis_decoracao,45,920,1,600,17,17,17
ad938d3b79856582ace5b311ab864826,moveis_decoracao,50,440,1,1500,42,10,32
5aeece828f56fe1d486e1c5e6a7cb61c,relogios_presentes,58,734,2,250,16,11,11
99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54,245,1,1383,50,10,40
c8f17c4ceaa05acfb30a852b8ee2c0a9,informatica_acessorios,57,1111,3,150,18,16,13
d07c0177e489e871713b83a518446ac7,utilidades_domesticas,56,869,1,1750,30,30,30
af9c4277d06aa18aabbfebbe94ee9c79,esporte_lazer,39,369,2,2700,20,15,15
418d480693f2f01e9cf4568db0346d28,cool_stuff,48,330,1,1950,33,44,19
5a0c21ad6b82a1b61856e48ec959764d,perfumaria,57,1424,1,100,18,10,13
284264387dc92cbf305e75ece3852958,cama_mesa_banho,52,352,2,400,50,11,11
94938d42be4ea1064db3325c385ee6d6,esporte_lazer,45,374,2,827,52,19,21
9271d2541a43f8db13d164887228a189,brinquedos,53,341,2,2933,39,27,33
e1a5774894b0dcbed9a61bb82b96b3fd,papelaria,34,761,1,405,18,15,16
d435c3fa55cfd37fa04032168ed59cf8,eletrodomesticos_2,53,704,1,12000,80,15,58
6ebb5635bf6deefd63f997cd3e898766,pet_shop,39,63,2,300,28,17,21
ba1446377b3e8fb2c3ec8c7b59a0d9ba,moveis_decoracao,53,982,3,400,28,9,18
c62bc42d383a40b285eee3f95240c817,cama_mesa_banho,56,2536,2,1800,43,8,33
e1f3f6e6cd65169825945c5d696f568a,perfumaria,36,177,1,400,16,7,12
7721582bb750762d81850267d19881c1,cama_mesa_banho,63,837,1,1400,43,5,30
8dad29b3b6c42d0b966e5ea7b5498132,consoles_games,56,700,5,1325,26,8,14
33fb5f691f9219b5d60d856191aea6a4,bebes,52,653,4,3600,36,40,33
630e1e89b84dc36567deec47c7e373b1,fashion_roupa_feminina,36,754,2,600,16,2,20
cae79e3b5c787c231543fa415a20b5cc,ferramentas_jardim,36,2213,1,350,45,45,12
1c2862e8f831c73dd953c24b3fd5b9e2,moveis_decoracao,60,120,1,600,18,30,15
c63ea4621680c1b0fca8864c0564bd78,informatica_acessorios,57,918,1,625,25,8,23
dd231637766e756fd1cf2fd80501fce1,fashion_roupa_masculina,57,222,1,750,30,10,28
22633013199a5fbb2c0094a6e2802386,brinquedos,53,31,1,600,25,30,20
f2b264b1a4602b87d64eebefc899c1d0,ferramentas_jardim,42,790,2,1000,30,15,30
29d405763934f77ce87d3cdad21b7805,beleza_saude,58,2110,1,2000,33,25,33
e93a471ae7f8acd97e41203e59a434e6,moveis_decoracao,40,418,3,1525,39,15,15
9bfc55df037ce3ac01bfd84781adf7e5,audio,45,1654,3,530,19,14,15
3cb39171fd36c50097f2dedbbe0dfe6e,automotivo,60,3136,4,100,17,10,15
55403fdc84a027ae6565b360af50e1ee,perfumaria,59,1128,2,5446,21,14,18
76d1a1a9d21ab677a61c3ae34b1b352f,,,,,550,16,7,11
3d77287739b6bf1ac163ce2d77570ada,moveis_decoracao,29,233,2,30000,60,70,60
67cf741b2e7fa5801046eeb8b95b8aa8,telefonia,59,734,4,250,17,4,12
c5b6cb0ce3279d64025831b972bf5dee,papelaria,59,354,3,6050,38,30,28
e15cee02291017f6f12b4115ffb417e6,moveis_decoracao,56,297,2,700,100,5,20
ddebc97ddf43a9787d1ee7012e394ccc,cool_stuff,63,3976,3,2300,22,29,16
b1631003bdbc3b1e876f83a7d851d74a,perfumaria,48,1003,4,350,18,11,20
8ac47b3ab13c68f49f10dde899674149,dvds_blu_ray,46,957,4,2150,30,5,20
61c59ebbb2d9510287434ab66f6fc237,automotivo,60,695,6,6050,56,11,32
fe01b643060a6446e59f58e3021e66b3,perfumaria,40,659,2,1250,26,21,20
23d8439935522540cfd5bbb8b1208a2d,beleza_saude,63,3915,1,1450,16,16,15
fa87bc5ccdd8ea6e54117916e485cb48,cama_mesa_banho,54,634,1,1000,16,10,16
f109f04ad95889f2f041a91afe3d894e,beleza_saude,47,189,1,2033,22,12,17
f10163ef5dd01ee5f3622b750b64091c,fashion_roupa_masculina,55,1241,2,300,16,2,11
5328338cfaa16ba10561cd970c73ca11,cool_stuff,51,330,1,1950,33,44,19
3a7bc7a262077b18cf16fb5333a98b00,construcao_ferramentas_ferramentas,29,273,2,150,29,8,15
5637032095493f280eae8d9da00da6f1,malas_acessorios,54,507,1,750,81,6,11
d392a00a8d96150a649853d20d63e8ba,esporte_lazer,47,490,1,1500,22,27,22
52b5ed64c8cd6a9cd6c33f2a7033991a,perfumaria,40,209,2,600,16,2,11
1567eb3a02b49c99d7d07045e9ce94f5,automotivo,54,1081,6,1900,25,15,20
b1cbf530dc2a793ced8e0768ffcce501,telefonia,40,580,2,100,16,3,11
3b0f7951038b105522c2d566b54421f7,telefonia,56,341,1,175,17,6,13
473795a355d29305c3ea6b156833adf5,perfumaria,36,605,2,100,20,20,20
513721dadfd93bcbce9da4d3bd67c06d,casa_construcao,63,376,4,700,26,9,24
be1c4cf8a2d2aade623eb7a646d2a0bc,cama_mesa_banho,54,508,1,850,45,15,30
0a18ef4868095d4c83357e58020e3397,telefonia,53,612,4,175,22,4,12
a35a9f46dcee0a67c8c7ad8493eb4135,informatica_acessorios,33,1084,2,200,41,2,29
afb4b687981fad8723f84510c57c84bb,papelaria,58,649,2,450,25,15,28
38947803f4effe2c45539bd71b509529,brinquedos,51,774,2,2633,37,20,29
4b703444923b5e57bb73ba343f5ebab7,cama_mesa_banho,49,204,1,264,17,14,16
5f42d57952b7815098979a5c4fa6f82a,beleza_saude,60,919,1,150,22,3,15
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34,1078,2,200,41,2,29
d5991653e037ccb7af6ed7d94246b249,informatica_acessorios,42,363,1,922,30,15,17
82e4ad16521ca131d95e198d507db370,eletronicos,56,343,1,150,19,12,16
5edd96075ae7fa289da48ec3b80c0c2f,telefonia,53,849,6,283,19,5,15
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36,450,1,9000,42,12,39
4e0d588f8e002f2bad9cbe0b8f66f6f6,,,,,200,25,5,15
dfb97c88e066dc22165f31648efe1312,automotivo,53,597,1,5417,47,44,44
cc5c55b85ec65541272bea4b9895add4,papelaria,56,1349,2,1100,27,10,20
c7c99e372ec2f873701c20e3a00ff29c,telefonia,53,1440,3,100,18,6,11
148f68f014d7729ff8193dd7fefd1c7c,informatica_acessorios,41,244,1,600,23,16,16
74ae869eb82594d9cbe6e934cf143e0c,telefonia,60,751,3,150,17,4,12
08462528607b71ea62cbc019d91b001e,beleza_saude,31,591,2,650,16,10,11
77e1d1347bf761294a7158e1b0b536d5,fashion_bolsas_e_acessorios,22,309,2,100,16,9,12
9af9da5cd0200f1ebd194aead2184c66,esporte_lazer,44,712,1,2950,32,24,22
a4e285285691cfbcc14df9e2d85bd337,market_place,56,1101,1,3500,17,28,24
6875b883a18364bf04f16698a335df55,papelaria,45,319,2,1500,18,35,29
46d6fa3170df63d5372aa59928ba33dd,esporte_lazer,56,244,2,1000,60,15,15
9680867d27bf4f20ac82adbe4dbae9ec,beleza_saude,60,1089,1,1100,16,19,15
4fe644d766c7566dbc46fb851363cb3b,artes,48,1232,1,1700,65,6,50
170e27ee183ac140aa68a86bacd2a6dc,relogios_presentes,54,483,2,1100,30,10,25
31e3a259123f3ba71c572f0bc08d9e5b,relogios_presentes,56,781,3,150,16,2,11
f56e93f8bec270456dd5ec3272bd42f3,moveis_decoracao,63,1700,1,700,60,11,20
3beef4346c92eb0b4ad0b7d025dfe15b,cama_mesa_banho,58,218,1,717,30,8,28
0a3d0e8c9d5c6e92b034ab390cda4a48,esporte_lazer,58,976,1,750,30,30,30
72456858d4955f13f90c494ceba52999,pet_shop,57,2497,4,1600,30,20,20
66fc767a58575873dad11a4c717727dc,utilidades_domesticas,47,476,5,1550,35,14,27
a336b0ac7335c30f4117c4b824332a7e,eletroportateis,55,104,1,650,19,23,20
38f2d4b26820d63dc2675d6fbfafe1bb,brinquedos,59,318,2,355,22,13,17
888c70e66e6ead36f2269484a6813212,utilidades_domesticas,49,963,1,1100,16,26,12
a6f97b352687ce4c26c75e81b5f2773b,fashion_bolsas_e_acessorios,60,849,2,3100,62,20,40
781afe929e3016a667f5f439afd55fce,esporte_lazer,42,590,1,400,18,18,18
2f3d6a007ef7d13bbfc3ac66894cf2e0,ferramentas_jardim,27,758,2,1000,25,9,27
7f7b2d6dd176f1687e88f04590fe149e,moveis_decoracao,60,461,2,433,47,4,35
cedf309ce95b4a69d153dd219dd1cef8,informatica_acessorios,58,955,3,1300,30,5,22
5d10b3779b68d58be0fcc46a1ee79689,automotivo,59,857,7,880,49,25,46
fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,33,912,2,1500,33,25,11
f727305c90ca9b9c36d4e84a817bc01d,fashion_bolsas_e_acessorios,46,622,6,200,16,9,11
fb5652834b0fb807ee5c4767e303e4eb,esporte_lazer,59,813,1,22850,19,16,19
8d05b2c8739a97a9b912b206eed6a0aa,papelaria,56,683,2,250,16,5,30
914c9e9af640dd56f48764a225b00f89,moveis_escritorio,47,1047,1,7463,56,64,35
03552ec45033c8658713c541f6af9f05,beleza_saude,52,1168,1,250,35,3,12
e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,35,514,2,4338,17,12,14
ef23a80c3e7f9c63e9956f6f54b1cf15,perfumaria,40,3863,1,150,16,8,20
3570caaeaa3f5a1ae76392bb2b4155f9,esporte_lazer,31,492,3,1550,62,18,15
aeb4d384616f8c5017174084bf6c0ac6,utilidades_domesticas,59,653,5,3900,20,15,30
8a1e1c6e48f0d275628e3c626d57257f,beleza_saude,34,480,2,400,30,6,12
750d887c4fb151156b3c0dec3041549c,construcao_ferramentas_jardim,57,1214,1,4550,53,36,15
530989bc6eff4420c49a84214ab1eb51,telefonia,58,423,2,600,23,7,15
ac44def10e24998cdee20a208d691127,cama_mesa_banho,55,1208,1,1175,45,7,35
7c0a2a31bc479e366fe9fee1f5bc62b3,beleza_saude,56,1388,1,2200,25,27,9
9fef57f37ae72292952e73ff9a7a3fee,moveis_cozinha_area_de_servico_jantar_e_jardim,59,634,5,27150,100,25,65
f626e57d2526d92edf8379a00670f11e,construcao_ferramentas_construcao,46,157,1,250,38,10,38
8aa6223e400af9c97b07c75993142721,bebes,54,830,4,5000,40,10,40
5f8d452952e14aea06671fcc55e9b3f2,cama_mesa_banho,34,278,1,6800,45,36,19
9cb854ba582f5a6b7832b86553c0b8ab,bebes,64,882,6,250,17,7,24
e45ba6ba3c6ee4fa2c62e6a6a587717e,brinquedos,45,780,2,2733,37,61,29
b0a12a9dc0ed09cc161a586c1e948890,bebes,55,174,4,400,30,11,23
65266b2da20d04dbe00c5c2d3bb7859e,papelaria,38,316,4,250,51,15,15
de26d4014234181730a1143f75dad0e7,beleza_saude,58,288,1,100,39,14,11
e0008615ba33119a5e115eb63bd3e29c,utilidades_domesticas,28,134,1,13900,40,40,40
86f8507285c074360ac0969d4a664895,fashion_bolsas_e_acessorios,59,409,3,150,16,9,20
999f8a403c25d68c828a6915e13e89d9,telefonia,40,393,3,100,19,3,11
04d70d184a7c12c93cecd9c0d8b5ad69,beleza_saude,60,918,1,150,22,3,15
a75142054d1e335a68625bb7f3c2f130,cama_mesa_banho,47,382,1,2900,47,21,41
b74d57e3377dd78aace6d070fc48cc88,cama_mesa_banho,55,556,1,675,40,18,35
c30302f36e15f43c1b85c9cb002028d5,,,,,300,18,15,14
2e7980421ad7946eab8a71b637955704,utilidades_domesticas,60,463,1,2300,59,9,42
ba03e6c239904dbc13631313f7ba9d07,esporte_lazer,55,891,1,16150,28,15,15
672e757f331900b9deea127a2a7b79fd,agro_industria_e_comercio,39,383,1,2650,30,30,20
