order_id,payment_sequential,payment_type,payment_installments,payment_value
4b19c2fe3690d7e4aa8cbcf946ea6ce4,1,boleto,1,222.00
962b2008b2f1e396e0d30b76caa96832,1,boleto,1,23.72
efff0f02714bda94c05b552d6603f6f9,1,credit_card,1,71.91
dac8bbf73624993402c1e7481bb37ee5,1,credit_card,2,137.53
0b47f5e9432bd433f8c5cf64e60e6e5f,1,credit_card,3,103.54
4f53648717b48854fb9db283e2cf5d27,1,voucher,1,8.90
70a4b21bf18001a99d94bf894697b8c1,1,boleto,1,229.78
4cc22fa6b7267027aac4151271636112,1,credit_card,4,101.73
ceba7b9f1fa81a563a3e31ee64fdfb16,1,credit_card,3,37.84
9941c14602ccbe66611b6a4b8fe01d99,1,boleto,1,172.72
f5f3d42a187a504d4c574ba759ef3dbd,1,boleto,1,258.45
5bb20a1f6eecf52b15642965e33b6dde,1,boleto,1,125.99
289d1ce30c672184ba3722d783df7628,1,credit_card,1,83.41
777fcaf946b6f903bc6549785d3b3c2d,1,credit_card,5,75.29
d264cc09df2d6232397d0a9db018d01a,1,boleto,1,205.07
e752e06086626026b152f99c6f51fb65,1,credit_card,1,20.27
099acf2a98eba9bab889af025be407b7,1,boleto,1,113.40
c768b1d3a1541f992ff2a94488a364d7,1,boleto,1,57.91
7741a0c0ccbb42c74fb27c570c7e5354,1,credit_card,2,108.32
a3d314d074a652024b6b7ce9cf5e9275,1,voucher,1,158.37
465c2e1bee4561cb39e0db8c5993aafc,8,voucher,1,41.03
fa42a34be61fe1ded5df8a8079ce8a52,1,credit_card,7,83.07
dcbca116084725bc77c3e8b6480c4d82,1,credit_card,1,209.46
b5796047f40aa1f6a7b80f8a8e35fcbf,1,credit_card,10,1043.32
d75796c30863b988b36022bb5f1b8e16,1,credit_card,2,26.86
92e2984724b33a8e95f8754bfee44f38,1,credit_card,1,42.27
d2ce2764e877473355ddb49af8eb3bc5,1,credit_card,5,120.93
3908d6bd42f21f56dd7cabf2797b5b0d,1,credit_card,2,72.32
a65e0938a2f3dc167ee856d4feb33290,1,credit_card,1,214.63
ea55102263a7f58c4b3090b655c2bc00,1,credit_card,1,21.04
c1b556dfb56a3302a7d965e0da3d5e11,1,credit_card,4,110.00
a736c2ffae5f36d767e81dfc44146911,1,boleto,1,55.00
b1a000260e2f3760e5ec18566db7d592,1,credit_card,5,112.95
a1c87156ca249199bbcd96fbfcd0296d,1,boleto,1,28.79
82d62e8dbebf85af5c2873e07fe0721e,1,credit_card,3,297.64
3983bde7a4181560b9558aedf15d49fd,1,credit_card,1,89.27
48fe5083b6d757cea683f2f5f35e6703,1,boleto,1,18.77
3eaaa0491f840f400dcfe9469dd5e205,1,credit_card,1,85.85
f29ddf8225b83634a61798046455ce8a,1,credit_card,2,68.53
3d062cd73698941c34fd1917e8f39482,1,credit_card,8,81.36
d7f99a9d27a65a88e4aba096e5ba4a47,1,boleto,1,41.84
4316640980023505d9d103d3040a85a5,2,voucher,1,50.00
a82dcbafd23833baa1a6f5328cedf5a2,1,credit_card,3,162.04
00137e170939bba5a3134e2386413108,1,boleto,1,421.65
4ce4fb772277f3a13a61a93b7f19d62e,1,credit_card,1,171.01
a10b5cf95e016d8abd403c05970234a0,1,boleto,1,590.36
6582cf66806f42b2efd341d44fb384f4,1,credit_card,10,180.19
1f6e38ed623eb80e0fa388787c9ae848,1,credit_card,4,76.66
b70fb0265f4059cdf874d341878a64f4,1,credit_card,2,99.34
01d96f415da1ffc3807bc85852dea189,1,boleto,1,173.53
cd4b3eb02a077e4c51607df950c8237b,1,boleto,1,62.07
2da3f67af1db377e56dc9a07b969c9aa,1,boleto,1,29.34
61e21e4b85fafad4710e3431429af0eb,1,boleto,1,83.13
5930304c1503cbf5928b7e38bc52e248,1,credit_card,4,87.35
6bf23bc0b1c629639c42e76d525ea1a0,1,voucher,1,47.81
333e8c69214e02d9be6bc5b7a3e4202b,1,boleto,1,22.29
cdd9601c7f7685708434a68d814fb53f,2,voucher,1,50.00
0e1756f57187e203c6151ebe990fa670,1,credit_card,3,36.73
557a4667291301e8bf807fca57f21d3e,1,credit_card,1,60.10
fb1d06cccaa9f157355d83d52634c957,1,credit_card,2,47.43
48d230e6c8bd3de6e2c702e6869fea67,1,credit_card,1,213.56
f6ec769c796ea963843da58718ada694,1,credit_card,4,226.47
75d4b0b71e66d09b6070bd54c61e20fd,1,credit_card,1,29.24
4d52cfe3ad25169d39fe5e6f99d17e2c,1,credit_card,4,171.87
a48b334c5fecb11f072a3a98ae5d200f,1,credit_card,3,159.66
ac5222f836286b33e7240030ad79d7c9,1,credit_card,3,156.68
b55b34e107238df26137bc117f892827,1,credit_card,2,138.66
defa53bfb8de9da3857ed69277b54d10,1,credit_card,1,111.89
a0d3b62390e72dcfd8fc6b29c1af0061,1,credit_card,5,312.11
9cc025093e16276c24f5b98f3dc158a2,1,credit_card,2,136.21
93b74681985a4a11ca3b48be35576434,1,credit_card,2,120.68
963258c35a8f30e4ab41bb49c4e493c7,1,boleto,1,21.43
14fbf76a52909427d03caa0680a5d763,1,credit_card,1,49.34
de890ca80410c861b4fc9d398bd4676c,1,boleto,1,67.23
3ae6f437745a33a4fe67a0e350dadf7b,1,credit_card,3,83.06
935be32550a2544a4fba77fca77c8dd2,1,credit_card,4,204.06
ff543157c2f72dec558dfc734cfd46f7,1,credit_card,1,169.83
b54fae7a3880a8421f9f38a8aba5e745,1,credit_card,2,147.70
7bcfb6639ba008fcba63f5ffc157caa0,1,credit_card,2,137.53
43e16679b4c9df0ae3d5fefa59a34ff4,1,credit_card,10,431.06
ccfc366f9a65ee1750a938bd18aa489f,1,credit_card,4,46.39
b1cc3e65937e4d01bff18495b5577f57,1,boleto,1,84.12
39a2adce13ad153c1153a05130f65727,1,credit_card,3,33.09
8118e88205b0cd1342e85368ed6c0bcf,1,credit_card,3,188.41
156d8a00b4b8bb9ef74ca1e450035eb8,1,credit_card,1,78.73
bd72f84bd892f4e829d7fa262004487d,1,credit_card,4,116.26
f97b2bdfbaca9c2f04722d8cbc8cc8a5,1,credit_card,3,245.60
28e7148abde825a20fa617db02f92c99,1,credit_card,1,22.19
787590b924b0ef0a1da6164beb46a05d,1,credit_card,3,173.78
9dcd4c42eb5a67201aaeb894461bab83,1,credit_card,2,130.56
fdb3ef83ea6f7bef7d13bdd9b38da661,1,credit_card,2,122.54
231e08dd8d9fc8f16332da72a3375893,1,credit_card,2,102.51
5b8983a14e57e83fee3e9c9b6de5dc04,1,credit_card,1,36.35
ac6e61336e852cdc45fe59ada3763a66,1,credit_card,10,278.79
2bd2198690a2c150fe5fdc4e064ba521,1,credit_card,4,109.92
496b982d1f2a1315fcbf81ae2fed02a4,1,credit_card,3,156.09
9a79820753183f9ae199a37da007e914,2,voucher,1,30.73
7dbbb0cf6abae430040bc4914055c036,1,credit_card,1,84.56
eb2e026bae01f340ff4c0cc9aad6aecd,1,boleto,1,141.30
35c66e9b12fe72dbb0b8d34af424c3cf,1,credit_card,3,83.68
f82746601c1969d00d63e14a786f322d,1,credit_card,1,50.03
43f5b8a8303562c644185a6bfd2cf3dd,1,credit_card,3,160.77
d3d00f8dbea1b9d5ef529fbf674c9a58,1,credit_card,1,102.88
ed04a2b3c21cbcd90c2071a22a8cbda2,1,credit_card,1,52.53
9c90fbe071e26ccef32878449010af00,1,credit_card,2,177.80
cadb75b4ce8646d41b77eff5faa5d300,1,boleto,1,62.92
ab76f54a321a0431ef243b3b6865078b,1,credit_card,1,189.07
72c3f657842e35f5d5279cc0fd06826b,2,voucher,1,12.14
58e8270bb23a598a7a351d4fc3a211a4,1,credit_card,2,221.67
ff20ee702706d9e407a34de9fe2ff768,2,voucher,1,50.00
e0e95960e8abbd803bbd543d2225c328,1,boleto,1,205.29
f09d0203a51785e9ba9279607c38958c,1,boleto,1,38.04
f01ca5a374b654889d516741b4a39dcf,1,credit_card,8,676.74
fe7b642fb30e2a103d1dc36f861b44cd,1,credit_card,9,97.87
65f4f976c2281eb3c5f69547ca21893d,1,debit_card,1,49.46
a1992473cf823780a4ce2235249ada82,1,credit_card,3,116.34
1f87ac3f856bae9e742538bc551bdf5b,1,credit_card,10,425.51
d37b53698d3839a94cb33273bb8c0241,1,credit_card,1,55.10
4027aaf151a408af313fee7a5af64c5a,1,credit_card,1,50.00
77123692722eeb90408b713bf016651f,1,boleto,1,65.21
762e4a2e910d175a0fdabd749ae55d5a,1,credit_card,5,52.23
b6da9829ce73e764c8023c98aec4c11b,1,credit_card,1,55.83
0853e0536bc0b71240beedd97501bd7b,1,credit_card,10,498.28
7ca00d9cf45a4e8501cdc625899d7633,1,credit_card,1,144.82
1b882405b224816e178cb5b5cfef9519,1,credit_card,2,43.10
73ba8619ddfc6efed5a3e4331c791f0d,1,credit_card,2,29.43
855302e009dbafa86035003b00a49cd2,1,credit_card,3,64.34
f1227685cb32bc990c13a7c5df91005b,1,boleto,1,99.90
9fce3cd33d8928808f389d86ea7556e6,1,credit_card,1,91.23
b11277967c91e971b81a787a51849320,1,boleto,1,280.44
d142e450e61b3eabff86c13e6a89a720,1,boleto,1,112.73
e0fb4639f54bdaa580ed4511c8d7b778,1,credit_card,1,68.87
4c074254980764fecff977c97ce88c4d,1,credit_card,1,41.84
ddfbaf4d75ab8f1a0db775cb0dad0e6e,1,credit_card,6,60.30
e248283e6b8ba09b05efea1000d9478b,1,credit_card,8,143.36
ea418b9e7145f9d09282bcd0f281b2c5,1,credit_card,1,55.62
4881a6238632d9b0ffa3d48763aa2b7d,1,credit_card,1,61.75
c679d7c1b3724f6bafd104526934a932,1,credit_card,7,97.61
0ae449254770bfec75a99b8d804e5b10,1,boleto,1,173.84
410d704bdcbe2893fd5ad73fe8166f43,1,credit_card,3,213.91
b2355e2ae81244cdf571c90d5eb890a1,1,credit_card,3,68.66
01fa35042136b75da24ce2a391b30eb9,1,credit_card,1,45.00
ef524a601004635e7bd1ec43937e961f,1,credit_card,1,51.69
42aba87a5d74e497fc853cde910d4e32,1,credit_card,1,27.77
16de740155e4e909578bd90826a632c1,1,credit_card,10,114.77
e7c984c7684388a750178a7187b29cc4,1,credit_card,4,96.88
a49146f414b54879adb68c422428a68e,2,voucher,1,57.50
55b2e390d5d80ada31ad1b795ebeb087,1,credit_card,6,131.40
a9e41421a906ed1a2e2c882a0cfecf48,1,boleto,1,94.50
69fd81b0cd556f5da5000c1ed874ed19,1,credit_card,3,59.58
2e24930adf68f4ce65ad35e0f23f08ee,1,credit_card,3,186.19
359dfdef7cf4ed1003c2a0463eb431ba,1,credit_card,1,61.12
80d83b7a6c9a79612f4957850ec91be4,1,credit_card,3,464.34
465c2e1bee4561cb39e0db8c5993aafc,4,voucher,1,59.40
15261e1a4e2be405c49fb08d7e07773c,1,credit_card,3,36.70
90f3963bbaa0e66ce36c4f9be2ed2914,1,credit_card,5,50.73
2464182f4be303c6741cab9bad3a9f55,1,credit_card,1,37.22
47eb4e8c8baad88de8c4eec4c107c698,1,credit_card,3,211.11
cc46818e210f019a0a7c59b03fc43c8e,1,credit_card,5,547.20
2fac55edfd9754d1a0e7ecc67d48d08d,4,voucher,1,15.57
6d1e24636558186d996520563f53df00,1,credit_card,1,52.07
3600dce59c2a50ed7c67e0d818b1e5bd,1,credit_card,3,162.34
08c3c0d49b3cb66764234e0fa980e850,1,credit_card,4,225.71
15040f094b4f4a45a4d885dd036842af,1,credit_card,3,61.63
7f9cfd88530c3c6d0ce6084b27ef46ff,1,credit_card,1,1341.26
89bbe8cb725ec2806d48d291eda86d93,1,credit_card,3,37.38
e0a392ae82bc219375ace26ec32a6301,1,boleto,1,66.05
bca2c019b40c204248a56707eabb2a2c,1,credit_card,6,73.58
5fab73b31e4fd43344a3f2fa650807ce,1,credit_card,1,103.37
abdc23d84a4a4a01070f271f0c2917c0,1,credit_card,2,21.24
10bedcbb416f0f53e5791b3f61807625,1,credit_card,8,102.03
bf375386af3b1f89486a565f182219a8,1,credit_card,10,159.27
cbb72509db819f7369c9f19d15b8c64c,1,credit_card,10,661.76
07ba523a0c48b0ae0920551684e13ab9,1,credit_card,1,130.16
640ca05ba049e9ed749671747bf9de74,1,credit_card,1,215.82
dacd9ea86285f197d0b7495e8af14781,5,voucher,1,12.34
e7e818ad5eb0eddc4d7fb9bdade265dd,1,credit_card,3,166.20
07528311766b5aa54d193747c66663df,1,credit_card,4,190.98
901b7d3834c0b94a93d48cba6f2e3ce4,1,debit_card,1,134.93
e70079a333e4ddca8787daf05873a6dc,1,credit_card,7,72.68
4d7cba9ac539bd48f7fdde25ccbf3eb2,1,boleto,1,165.70
8d92a85b0ecdf7d7b3807474390ee2be,1,boleto,1,102.03
40c4ddc2d5c871c28df2d3f804f02340,1,credit_card,6,137.31
db2bd06455f798cb0da8e649c3aa06f9,1,boleto,1,97.81
793a1da0431a53a517bf77cc596a9d7b,1,credit_card,8,213.54
346b96107cfff3b894f76c7e9224bb1e,1,credit_card,1,36.69
3f9da547c613941c5743b7e033c6ad31,1,credit_card,6,185.13
486fed80178943ecdec90413036af979,1,credit_card,1,24.84
f040040c63fb4164125917af2fa6d4b4,1,credit_card,1,25.04
d48af423b2e9d7e208f37ba365eebc1a,1,credit_card,9,97.13
a57bebffbfa4ce3c72a856f94e1c589f,1,credit_card,3,55.09
6045586df3b03485018e77a6a16bf689,1,credit_card,3,207.54
e77e25ad4185ce8fba142eafcd1442da,1,credit_card,10,523.31
69b0633a7da27b8044d4d706a557f472,1,credit_card,1,84.23
acfe3b4611df7e7efbd402bb5b5be2a3,1,credit_card,1,66.37
d4d140e1cbc20856440a8343432848c4,1,credit_card,4,215.64
24a562b69731cbec7439c1752c500f82,1,credit_card,3,135.59
8bb61c38933e53a46312713c209dee29,1,credit_card,2,42.78
a944939844cbf212ca7f7a3eb4a8d5ed,1,credit_card,1,44.24
582fcbf6c15d85c705d101b4a3b6c25f,1,credit_card,1,67.50
9ba0521c38be94b8c0028f57a8ec1625,1,boleto,1,84.23
1eeb6d55147169da97608b38ece2b761,1,boleto,1,343.50
de4b205a30d85c902a79bf99f8c77c21,1,credit_card,1,150.96
2fe10d4ed06c8a5a632ed06bb5f33dc0,1,credit_card,2,254.77
9e4732bc7d87af92e840a4427c41a5d9,1,credit_card,3,128.65
dbb320039cf47fdcb45445cfb453689d,1,credit_card,4,205.74
d9fee3504f55226ed8e155bdc0a36a06,1,credit_card,5,197.60
4e9326cf30a794635ef805fca2801aaf,1,credit_card,6,356.88
ef14069256aa13ccc53f945fd0aa70ff,1,credit_card,1,55.96
849c91eae9d79b010c5dbba0d30e42fe,1,credit_card,10,154.72
c3ac4b19799a35a01102113da6feb6bc,1,credit_card,3,61.63
264838181624ad76b573c373a9862598,1,credit_card,3,243.33
1be21009011f8032ec2932d23966bbd2,1,credit_card,1,48.23
0c2cbbfae44e4f2bd7c747a2c2b05bbe,1,credit_card,1,37.37
e372925efa5e2bebc75122fe5ecf11ab,1,credit_card,1,70.72
a24c341da692fe0a57ba6140bf33e1a5,1,credit_card,1,115.45
47e8f8fc6c6d0bdeb784394a599459a3,1,credit_card,1,53.00
db7db7cb0958ac50a74b93178394e6a3,1,credit_card,2,159.14
ee972a8714e62c729101427fc247d37e,1,credit_card,3,154.36
9a79820753183f9ae199a37da007e914,1,credit_card,2,91.15
dd8c2ff157394afacbcc50a161e1af4e,1,credit_card,10,272.02
74ef6fad7ff108e20c28937b7e1b7c3c,1,boleto,1,120.73
2e22dc2fce65e5b9d73a11d717f41724,1,credit_card,3,81.63
23628e1dadb5e31443d876fdd2e2893c,1,credit_card,5,136.37
c8c0e74f5426e74b812efe05eaab11a6,1,credit_card,4,432.34
3d2c6a6debb7264f52777cc9912a3b7c,1,credit_card,2,152.16
3ec5435a1c3bff282e994441ee5ee69d,1,credit_card,4,159.68
9725871b2a067d972355980be11e7d1d,1,credit_card,2,132.03
0745201fea5d6f4aabd42e92a7d3b3b6,1,credit_card,4,197.50
b05922c45fc699ae9049a2c5add3e02a,1,credit_card,7,73.48
fe4ee6f5250415b2264eac9693949e2f,1,boleto,1,52.38
1ffb9dc91fdfd3d86671c5dc2a94dab1,1,credit_card,9,198.47
f6b803d15fa58d6e0409ce0cda40121b,1,credit_card,2,53.99
61224c4690fa8613b56e0469cea9415c,1,credit_card,1,42.56
15812af232ebe0d344d123c18fde51eb,1,boleto,1,27.49
3f41fd6ddaad5817115c0d99360ad3e6,1,boleto,1,193.99
c7f036825b3a87b42323205cee8a693c,1,credit_card,3,87.51
5af817dcc7682f13101dbdef134be4e0,1,credit_card,1,11.58
c7037ea6603ae90fc227e950bfc047ef,1,credit_card,2,302.55
f9114a9615fd4c8a09fa0768afb4a8f6,1,boleto,1,216.68
16f391bc8fc37407de41720cd92f6266,1,credit_card,1,59.12
bfad36ec8c862bac39b68d9490a76052,1,credit_card,1,161.77
9a910d6ba29d7c6a50b791a7819ad3bf,1,credit_card,10,226.79
b65162879a74ce2aeca593f3ca44cc82,1,credit_card,1,24.67
42df71f66e653cbe9e87913834e59873,1,boleto,1,50.27
76a34d13a444dc9e514d59482291ba07,1,credit_card,10,1530.50
e4d96e6ad34780ade40c4b6dc2745a04,1,credit_card,2,244.74
df91fb38017b42722551a94382cb829a,1,credit_card,1,172.13
7540eaa703ba0f9ab8cfb6ce7291a83b,1,voucher,1,194.42
f78bc33515cdbf29e0e8c8d86ae6f219,1,credit_card,1,116.45
502b66ddeae1875100eae9074f5d189a,1,credit_card,1,190.67
324a951e8ca7c94fc8aef5cde703441a,1,credit_card,1,46.78
3ea85b54f4c54ccc998b38bebf6c2c15,1,credit_card,10,421.37
b560c6ec87e95f7414ff53cb57b58a12,1,credit_card,2,156.16
b365b927da19a3d58a252e1c5695c86c,1,credit_card,1,101.73
dcb29bfbbef4b1df25a15c4e182e8dd4,1,credit_card,10,162.62
486189e06030d36779e10e55b6220d87,1,credit_card,3,150.29
9900cb70a170fc8270433a79b6cca56e,1,credit_card,4,196.72
11b2c36a481a4272681684f4b09ffabe,1,boleto,1,78.73
8c96e8114dc36ac1a6e1524a8ad514de,1,boleto,1,28.75
ca03bab92d64981b404602a7450b784c,2,credit_card,1,48.64
56dc7f1b8195b7fbdd6479f055a203bb,1,credit_card,3,38.22
08d862895d238cb8405dffe9b981df25,1,credit_card,3,128.31
47f353bb28503360d9e3c39a7004a12e,1,credit_card,3,43.22
29d99fdabd0cb6b4e9d82f2f38c04a5a,1,credit_card,3,113.86
245edde3bd6cdd0590cdfba00d88234f,1,credit_card,1,72.66
68442190a6c60659698fde46bcaf0e9e,1,credit_card,1,77.57
d140e3b2c8717b000f1ea33c496480e8,1,credit_card,1,35.84
7598147ec12a15c62a1350443e7ad42f,1,boleto,1,76.58
dacd9ea86285f197d0b7495e8af14781,3,voucher,1,12.34
87362ced3e155e82485e17f95f7f79c6,1,boleto,1,106.76
dbb786f88b6d4e52fe3cb5d771b979d6,1,credit_card,8,161.97
c8c474f20a667ba003a1f6e929fc3a44,1,credit_card,1,65.79
257a853e3afe9bee83a67f4798e6db79,1,credit_card,2,128.64
305521e597cd32f946da81d3649d31b9,1,boleto,1,45.38
514b4450547a198b2000fe570c522277,1,credit_card,6,229.66
c9850ddef84ecbf5cbe2c3f4aef7ab6b,1,credit_card,1,107.81
d643210fc3ba60faf761d5a9c9e3f8b8,1,credit_card,10,614.68
9f80c79b3c2260ac4352d49fea965897,1,credit_card,3,148.02
d94353ea4014f1fc7b6eaadcc9c90fe7,1,credit_card,1,40.99
2b20baf94a095e002981091891209751,1,voucher,1,26.87
f38a6dc0f541c9dff3f0c72009f2976d,1,credit_card,2,59.18
771596702a2e0245fb67b093182acb03,1,credit_card,10,243.07
225563d7314189cce48116ae11188371,1,boleto,1,51.09
3951193545025398d0fa18b7e2f836be,3,voucher,1,29.73
dbd51aaa65a18413d5c1a97a0bc41bf4,1,credit_card,5,111.42
02058d1c3b825765a4ec45968b8a1c97,1,boleto,1,1826.34
70e51d3f5d7998b5e5dc66bf35d31425,1,credit_card,6,78.44
78135b03c6d7a39f10996624b9baf92a,1,credit_card,15,165.90
9f7b07e872a431807e81c38d6328502a,1,boleto,1,232.07
7f922477f06db4ab69f6f173f439088e,1,credit_card,1,43.28
6dc5cd36ae0ca772e70e387e25f032e9,1,credit_card,7,146.00
a81ac812819d3c3e98ff62b3a8e4e75d,1,credit_card,2,416.69
c5f2970caae1ee84ffc4c7eeca287fbf,1,credit_card,1,62.18
cb459c6af32347f6dd511553117bd080,1,credit_card,7,96.14
10cba0be7bc27288b512d87a719b97e5,1,credit_card,1,0.22
ed6104a0027e6a269ce0269f21c67f0c,1,credit_card,4,115.81
38ead2ac61ab32ce96209301f9d365f6,1,credit_card,1,41.20
1dae4ac9e374d9eba3736f7f8616266b,1,credit_card,2,112.61
ea838dd2eadc7dfdb6fff969d14ed4f2,1,credit_card,3,77.03
47c65e2da8bf586e8d74fd1f0cfe7a68,1,credit_card,2,55.40
40d9b709b3b6a77fcd309165705f58d7,1,credit_card,1,142.27
4d65b53f48c951380c38eb2aadc99138,1,credit_card,1,93.72
5af817dcc7682f13101dbdef134be4e0,2,voucher,1,33.84
42769a5163a34297f4458dbccf206b36,1,credit_card,8,125.53
0b47f5e9432bd433f8c5cf64e60e6e5f,2,voucher,1,20.00
96b313e094ee31cef7c8a4ffd3b36395,1,credit_card,1,97.38
ed7550f3266dfb079a3460745ff50ebb,1,credit_card,4,251.10
1b7d6a3703a98513b60768df8d6c30b7,1,boleto,1,166.16
e528f5fb562c9053119f71d32acb91ba,1,credit_card,7,79.90
1aa06061f2abdc063d3ab58ff9e86cde,1,credit_card,1,48.84
1d0ec3f28fc4f0dfe429d70f0f2acf7f,1,boleto,1,95.65
974fd219891927f0d01b357f4400a622,1,credit_card,8,219.18
64c233aafb76618a84c4a3af54e79bb9,1,boleto,1,237.54
4c1274c724f3a08787a97b452004ff86,1,credit_card,1,75.25
92e569b96881cdc062cc199bc7465002,1,credit_card,1,116.96
70af5c624ad6c3daf236b9acb1ada8d0,1,boleto,1,73.15
75cc0defdf90cda65066ce0ac171e2ab,1,credit_card,2,186.95
18e91442199add8db6ce7be9b2c51760,1,credit_card,4,137.60
3c40fc70c7a1287e9616fb5dce615df1,1,credit_card,5,116.94
e5dfa353d229de8b9a6e25cda9b03130,1,credit_card,2,220.59
458d8f9336efffc85b1efa5dd18aa86f,1,credit_card,1,95.02
3a23294a91e71ba11196b90c9e51d44d,1,credit_card,3,60.50
b1498d9178bbadef1684ec3c4413cd31,1,credit_card,6,69.52
123b4246f6a16b1f17b9807bb7d42fd5,1,credit_card,4,117.85
a35cd49972d7afbd0822f2da96d94d62,1,credit_card,1,133.25
1e098529b9705a78dba4c6b24ee2ef35,1,credit_card,1,76.78
d56e037617638a36e0f7c40837bbca86,1,credit_card,1,21.38
c92a9fd680f588dcff7ff22fce0abbcc,1,credit_card,4,152.27
3e6f2b32accad480bf1508660cc2e609,1,credit_card,8,425.62
35168c4d0ad93a212d42d3fea68932e2,1,credit_card,2,217.27
d3244b7027fc12dbc070c6994d29ad50,1,credit_card,1,92.80
5e7ac1d3afa3583411b284bebd5dcdcb,1,credit_card,4,173.85
8ec29b681fd22a8225b16acff79330a0,1,boleto,1,193.09
6593a7ca55b089cc240f79d582e3300a,1,boleto,1,53.90
f46d498479ef20f7cbe0d471d9ca0bcd,1,credit_card,5,272.64
b37fc42b9b16ca9e092edcf0c06bd1f5,1,credit_card,4,180.53
8bee87d19d77da4782190d630e85e980,1,credit_card,10,377.03
ea5a4621227b0158f41da12e948e6267,1,credit_card,1,19.33
349021a1c38809e4b11418c2f8586c97,1,credit_card,10,132.57
d1a9489720f6071530979a98e14b2772,1,boleto,1,81.89
0573f0fe44a09808d06e716ae1a478ed,1,credit_card,1,137.52
915e2d730ef38d45a41bad2a89f88950,1,credit_card,1,6.16
7daacf43d9593e9a2959cc753578ce09,1,credit_card,3,67.03
b837d07aca063bfa379766bb6740fdf9,1,credit_card,2,105.08
390e5f12e01c2af04027580e4cdde515,1,credit_card,7,209.01
70a25f8b804c7e220927839f1b869626,1,credit_card,2,150.36
11ff2af78a9ec50c26f9cbbc62a10d38,1,boleto,1,247.04
ca674a7cd949c98c9e02bc4c5922836d,1,credit_card,2,21.09
8780697430377d453d0cf3f29848a515,1,credit_card,4,120.15
7fa5b1b5da2ccccc6d0543b07d0c70b9,1,credit_card,1,68.17
7d6dd21206d2e43674aa0c6b6e573cf6,1,credit_card,6,153.96
3d7a0606016fe5d209e5224ffe77f7cc,1,credit_card,1,46.75
2143393cca994a4b8235bc1d67ded772,1,credit_card,1,97.78
1d4fef737d9b6c214e13e92ae014018f,1,credit_card,2,314.66
b01e3ee0b1aa883fb12d7161e3d979fc,1,boleto,1,46.00
91ce1f474cc41b0c5317e79388fe50d5,1,boleto,1,41.29
72add4bd00723dddd208bfd31cdfe97b,1,credit_card,4,72.77
a0e03cdf46a28b86f2d93ccecaeca421,1,credit_card,2,103.14
bf5d8018171eeb0788be7f1c871eb981,1,credit_card,10,248.85
2bd6a9cea9df97f5f2d0717bb6307f32,1,credit_card,1,53.90
4f39a9f31c5a7d46ecfc92571700a6f9,1,credit_card,4,196.35
6371383f8c6f8a72ff10050cf92adab6,1,credit_card,1,122.41
5c1cabc415efcc828343f3b4b284b026,1,credit_card,4,92.57
0cfb8d2b2200481e6ce460c76ffa262d,1,credit_card,3,59.42
d8a72b506828f3aed76e36c3f4fd47bc,1,credit_card,6,79.56
122804b6e70597eca700595473d8297b,1,credit_card,3,70.03
b52c2a6044367f51b1e6f7d5bb8bca7e,1,boleto,1,129.64
b41cd75853511ce5fa49b43cca5449f5,1,credit_card,2,107.76
3e5a5f26a57dc7918c951081887b0e88,1,credit_card,1,39.41
f2614c602a0621707ca12e9a6cf3b112,1,credit_card,1,58.37
1e8c81805b92ff169971231458670460,1,credit_card,8,257.94
60e3a3852eb45dfe8e9cce6c97c1a1b1,1,credit_card,2,217.02
8335800095520f0d31f7e19c08c135b3,1,credit_card,3,160.51
bb9552306cf6879fde49f4ba3bd94299,1,credit_card,5,166.40
365fb819701436011708b1be4a1d4810,1,credit_card,1,29.56
123eb6c42fb774382bf82e6a332af592,1,credit_card,1,37.27
5d84669999cbca120d2d557e6995ee80,1,credit_card,4,74.30
2f722ee8f3d3db0d19cee8ebea6fa69e,1,credit_card,10,124.35
91573a4598aedfc413fcb39e43d68768,1,voucher,1,94.84
78b5b205705f30bb989c4a6c7f8822e4,1,credit_card,2,96.88
60f444f47da9e98ceae8864e4a67fb0b,1,boleto,1,34.29
c3d36e1799e432857de125edbd428c0b,1,credit_card,2,61.34
f34349c1787f5a47ace7555af961a47b,1,boleto,1,465.23
f1450c491bd196d4089076234a1b5cae,1,credit_card,2,130.13
cc4687e4e102c1c8c606a5a0a8e475db,1,credit_card,8,1391.79
f2793cd4b64bd3a177d4a367a3cf40bd,1,boleto,1,131.95
793fe057b09c8c2bebdd48451e985432,1,credit_card,1,91.01
42859f65ccaf46af651014e239a1a71f,1,credit_card,5,243.57
a29361cea3ac5ecb55cfc2c64b6c339a,1,credit_card,1,329.58
486fed80178943ecdec90413036af979,2,voucher,1,13.05
eca79ed411acb63a03e097fa18411797,1,boleto,1,54.00
efe5bb701ff507ffa4736a7c07be50d2,1,credit_card,10,212.28
91df6f3cf26d70ab6a918d29d0a0b906,1,boleto,1,31.96
85c4170fce54fdeff14d1bdfbc01ccb5,1,credit_card,1,33.75
434f7a628e876492870a0849b88e007a,1,boleto,1,324.82
0e44e7b0102a1f19aa9d7643e45dbbdb,1,credit_card,1,171.72
c9802358e22624de37bfa2d8cee30297,1,credit_card,2,83.63
df7094f1423b702c59aaf0e978752650,1,credit_card,8,432.26
aea0db338150b526dde24f6fd953a5ed,1,credit_card,2,113.34
219170fb08f8e9140c121645abb11cd0,1,credit_card,1,15.39
